,number,value,datetime_start,datetime_complete,duration,params_activation_fn,params_clip_obs,params_ent_coef,params_gae_lambda,params_gamma,params_initialization_strategy,params_learning_rate,params_lr_schedule,params_max_grad_norm,params_max_ingredients,params_n_steps,params_net_arch_depth,params_net_arch_width,params_norm_reward,params_normalize_advantage,params_ortho_init,params_rms_prop_eps,params_sde_sample_freq,params_use_rms_prop,params_use_sde,params_vf_coef,state
428,428,199.52290039999997,2024-07-02 20:18:42.974824,2024-07-02 20:33:54.048203,0 days 00:15:11.073379,relu,5.0,0.0005969543271583218,0.98,0.9822634304459478,,0.003660074201687052,constant,0.3,8,100.0,1.0,512.0,False,True,True,0.007658522645045048,60.0,False,False,0.45469144130008776,COMPLETE
429,429,11.26,2024-07-02 20:25:26.969322,2024-07-02 20:40:52.658852,0 days 00:15:25.689530,tanh,10.0,0.03888977284069969,0.98,0.9934293415596497,,0.0012968078770739704,constant,0.3,8,50.0,1.0,128.0,False,True,True,0.02125005568327576,45.0,True,False,0.049989209631031754,COMPLETE
430,430,250.2,2024-07-02 20:28:56.341485,2024-07-02 20:44:23.523082,0 days 00:15:27.181597,leaky_relu,5.0,0.05077837343927132,0.95,0.9916036099651873,,0.00956811752548418,linear,2.0,8,100.0,1.0,512.0,False,True,False,0.001309709945028826,48.0,True,False,0.4602874302452171,COMPLETE
431,431,5.2,2024-07-02 20:33:54.110795,2024-07-02 20:48:50.181822,0 days 00:14:56.071027,relu,100.0,0.032591006582426384,0.98,0.9730374160306786,,0.0735983052080018,constant,5.0,8,100.0,1.0,512.0,False,True,True,0.01890396106101739,27.0,True,False,0.014959535202627577,COMPLETE
432,432,8.327867800000002,2024-07-02 20:40:52.715152,2024-07-02 20:55:53.548526,0 days 00:15:00.833374,leaky_relu,10.0,0.0007949416008315087,0.95,0.9861363769672964,,0.016398373802323098,linear,2.0,8,100.0,2.0,128.0,False,True,False,0.004036131163612627,47.0,False,False,0.11136024853432819,COMPLETE
433,433,12.9537722,2024-07-02 20:44:23.583717,2024-07-02 21:02:37.712204,0 days 00:18:14.128487,tanh,100.0,5.4637420675243194e-05,0.98,0.9653486900910547,,9.944190200036936e-05,constant,0.3,6,20.0,2.0,64.0,True,True,True,0.010476532500805658,36.0,True,True,0.3076227904797784,COMPLETE
434,434,55.28352160000001,2024-07-02 20:48:50.236285,2024-07-02 21:07:02.826490,0 days 00:18:12.590205,relu,10.0,0.0025003464363409934,0.98,0.9848640683517018,,0.10616394043722367,constant,0.3,8,5.0,1.0,512.0,False,True,True,0.04417055302676192,23.0,True,False,0.15734766499104502,COMPLETE
435,435,12.0,2024-07-02 20:55:53.603521,2024-07-02 21:09:10.112779,0 days 00:13:16.509258,relu,5.0,0.03003943139974148,1.0,0.9899879642512297,,0.000629769343266081,constant,0.9,8,50.0,1.0,128.0,False,True,True,0.009440075440776031,8.0,True,False,0.5856269560825027,COMPLETE
436,436,10.4,2024-07-02 21:02:37.785291,2024-07-02 21:26:09.421066,0 days 00:23:31.635775,tanh,10.0,0.0004656244382241983,0.95,0.9655325469264129,,0.08016003240020057,constant,0.3,8,5.0,1.0,8.0,False,True,True,0.04192930758974211,1.0,True,True,0.38080791634220884,COMPLETE
437,437,10.6,2024-07-02 21:07:02.884827,2024-07-02 21:20:14.975212,0 days 00:13:12.090385,relu,5.0,0.003164515725393152,0.98,0.9965660417252112,,0.004884065057586132,constant,0.3,8,200.0,1.0,64.0,False,True,True,0.09095758900865045,11.0,True,False,0.17298289307461032,COMPLETE
438,438,10.0,2024-07-02 21:09:10.180213,2024-07-02 21:24:38.261222,0 days 00:15:28.081009,leaky_relu,10.0,0.040934362277873004,0.92,0.9632079099398825,,2.9480966225096852e-05,constant,0.7,8,50.0,2.0,128.0,False,True,True,0.015448532701130769,38.0,True,False,0.017214377601103448,COMPLETE
439,439,11.5,2024-07-02 21:20:15.040888,2024-07-02 21:33:38.777577,0 days 00:13:23.736689,relu,5.0,0.002735149553132822,1.0,0.9786671721783253,,0.002320812064403383,constant,5.0,8,100.0,1.0,32.0,False,True,True,0.06264582255734744,30.0,True,False,0.26284794820618473,COMPLETE
440,440,12.6501038,2024-07-02 21:24:38.321692,2024-07-02 21:41:22.608932,0 days 00:16:44.287240,elu,5.0,1.3298397934439957e-05,0.8,0.9825120826790613,,0.0031075357757783324,constant,0.7,8,50.0,2.0,8.0,False,False,True,0.09152591500081537,66.0,False,True,0.3849037300218324,COMPLETE
441,441,99.05379740000001,2024-07-02 21:26:09.484695,2024-07-02 21:44:28.254429,0 days 00:18:18.769734,tanh,10.0,4.130610374741168e-05,0.98,0.9482377653552663,,0.008630602252319076,linear,2.0,8,20.0,1.0,128.0,False,True,True,0.05951660836539987,8.0,True,True,0.10240064318271436,COMPLETE
442,442,12.316049,2024-07-02 21:33:38.841753,2024-07-02 21:47:14.572351,0 days 00:13:35.730598,tanh,50.0,0.0014969509654691813,0.98,0.9870712082571116,,0.007717762607302548,constant,0.3,8,200.0,1.0,8.0,False,False,True,0.015288686564777025,29.0,True,False,0.8285749273914285,COMPLETE
443,443,270.384906,2024-07-02 21:41:22.675664,2024-07-02 21:59:11.168670,0 days 00:17:48.493006,elu,10.0,5.7909089781977484e-05,0.92,0.9173911275766907,,0.005491280351891039,constant,0.3,8,20.0,1.0,512.0,False,False,False,0.00042791236258805666,89.0,True,True,0.7817398251300982,COMPLETE
444,444,238.8752716,2024-07-02 21:44:28.314948,2024-07-02 22:00:53.145417,0 days 00:16:24.830469,tanh,10.0,0.0023193505257532465,0.98,0.9910912745818291,,0.0012112763166855747,linear,0.3,6,20.0,1.0,64.0,False,True,True,0.0029881703938758283,16.0,True,True,0.13379766242289717,COMPLETE
445,445,238.250227,2024-07-02 21:47:14.638667,2024-07-02 22:02:54.317935,0 days 00:15:39.679268,tanh,10.0,0.004997373939711348,0.98,0.9798874263803015,,0.05254082611970522,constant,0.7,6,20.0,1.0,8.0,False,True,True,0.04463095110738601,18.0,True,True,0.12358859566026695,COMPLETE
446,446,270.81264500000003,2024-07-02 21:59:11.234229,2024-07-02 22:14:31.424806,0 days 00:15:20.190577,elu,100.0,0.0010673824121195088,0.98,0.9728834045254958,,0.001160553419863918,constant,1.0,6,50.0,2.0,8.0,False,False,True,0.04310941745010125,20.0,True,False,0.5264340095905448,COMPLETE
447,447,220.6075924,2024-07-02 22:00:53.203995,2024-07-02 22:15:39.220511,0 days 00:14:46.016516,tanh,5.0,0.08610909249464745,0.9,0.9919903435394838,,0.002797186872315037,constant,5.0,8,50.0,1.0,64.0,False,True,True,0.06116827061646433,19.0,True,False,0.11409828187878268,COMPLETE
448,448,245.64782760000003,2024-07-02 22:02:54.378429,2024-07-02 22:21:27.326365,0 days 00:18:32.947936,elu,100.0,2.6200794231520184e-06,0.92,0.9194120433370454,,0.00041568920941743664,linear,0.7,8,20.0,1.0,512.0,False,True,False,0.00274967609074875,65.0,True,True,0.9031664931334535,COMPLETE
449,449,54.683914,2024-07-02 22:14:31.483754,2024-07-02 22:33:15.776919,0 days 00:18:44.293165,elu,10.0,0.003356341768755971,0.8,0.9855505235858294,,0.002381943327752716,constant,5.0,8,20.0,1.0,128.0,False,True,True,0.004775918907889871,33.0,True,True,0.2808000302294233,COMPLETE
450,450,252.7248192,2024-07-02 22:15:39.272313,2024-07-02 22:30:15.214510,0 days 00:14:35.942197,relu,5.0,0.00044352737778802687,0.98,0.9969900613748512,,0.012315493304216186,constant,0.3,8,100.0,1.0,512.0,False,False,True,0.011638651503712214,15.0,True,False,0.36072864792043274,COMPLETE
451,451,48.884252,2024-07-02 22:21:27.393487,2024-07-02 22:36:30.164281,0 days 00:15:02.770794,tanh,5.0,0.07651609232235862,0.98,0.990134388453722,,0.03000292964496529,constant,0.3,8,50.0,1.0,128.0,False,True,True,0.022220303119937983,17.0,False,False,0.19166519146825683,COMPLETE
452,452,278.8916356,2024-07-02 22:30:15.274880,2024-07-02 22:44:55.490347,0 days 00:14:40.215467,tanh,5.0,0.0018398985009181164,0.9,0.996987650448369,,0.0006395442573656027,constant,0.9,8,50.0,1.0,128.0,False,True,True,0.02253973078061912,26.0,False,False,0.188264256116245,COMPLETE
453,453,265.0978776,2024-07-02 22:33:15.850617,2024-07-02 22:51:48.521441,0 days 00:18:32.670824,elu,100.0,1.2635542138766434e-06,0.92,0.9055795901929338,,0.004150307589770681,linear,0.7,6,20.0,1.0,512.0,False,False,False,6.89799602474492e-05,66.0,True,True,0.9281879958230889,COMPLETE
454,454,11.481345000000001,2024-07-02 22:36:30.232570,2024-07-02 22:50:43.810198,0 days 00:14:13.577628,tanh,5.0,0.0033313913939955896,1.0,0.9914659124577538,,0.004206226314907277,constant,0.9,6,50.0,1.0,128.0,False,True,True,0.037412338355947414,24.0,True,False,0.3060500625356733,COMPLETE
455,455,5.7,2024-07-02 22:44:55.544844,2024-07-02 23:04:50.188481,0 days 00:19:54.643637,relu,5.0,0.05928679436222203,1.0,0.9846332221651249,,0.012366399740032745,constant,5.0,8,5.0,1.0,128.0,False,True,True,0.004403538901363211,38.0,True,False,0.028778853073568693,COMPLETE
456,456,222.2190348,2024-07-02 22:50:43.853843,2024-07-02 23:05:21.403788,0 days 00:14:37.549945,tanh,5.0,0.00010344532793061957,0.9,0.9798035979497155,,0.0009300289985088592,constant,0.9,8,50.0,1.0,128.0,False,True,True,0.035132358499062606,14.0,False,False,0.055313086187112365,COMPLETE
457,457,11.1,2024-07-02 22:51:48.585317,2024-07-02 23:06:29.661822,0 days 00:14:41.076505,tanh,5.0,0.0033549321786206852,0.9,0.9803469028898131,,2.429912681978076e-05,constant,0.7,8,100.0,1.0,128.0,False,True,True,0.026077060099241517,25.0,False,False,0.029872937608776934,COMPLETE
458,458,56.451532799999995,2024-07-02 23:04:50.249163,2024-07-02 23:20:54.686042,0 days 00:16:04.436879,tanh,5.0,0.0004283182394055134,0.9,0.9913151892412351,,0.0026829301954686188,constant,0.9,8,50.0,1.0,128.0,False,True,True,0.0019480877094016618,3.0,False,False,0.3679827426303299,COMPLETE
459,459,58.03333299999999,2024-07-02 23:05:21.473927,2024-07-02 23:20:38.375514,0 days 00:15:16.901587,tanh,5.0,0.02842367815686662,0.98,0.9607540335332204,,0.19192057687069786,constant,0.9,8,200.0,1.0,8.0,False,True,True,0.047799593857598764,3.0,True,False,0.04130677755921367,COMPLETE
460,460,10.6,2024-07-02 23:06:29.732814,2024-07-02 23:23:05.186725,0 days 00:16:35.453911,relu,50.0,7.55562308586236e-05,1.0,0.9977165196370269,,4.5221606812912756e-05,constant,0.9,8,50.0,2.0,8.0,True,False,True,0.0040052180934413845,44.0,True,False,0.5334723477466301,COMPLETE
461,461,82.870349,2024-07-02 23:20:38.441142,2024-07-02 23:35:10.973484,0 days 00:14:32.532342,elu,100.0,0.0021364933117296527,0.98,0.9929645577971143,,0.004337720711938706,constant,0.5,8,50.0,1.0,512.0,False,False,False,0.004639576841572611,6.0,True,False,0.3100069444214977,COMPLETE
462,462,9.0,2024-07-02 23:20:54.756969,2024-07-02 23:35:19.227345,0 days 00:14:24.470376,elu,100.0,6.701944929784135e-05,0.92,0.9842784893759788,,0.0473798849805962,constant,0.9,8,50.0,1.0,8.0,False,False,False,0.09304349757688983,30.0,False,False,0.25893160308109253,COMPLETE
463,463,12.1281712,2024-07-02 23:23:05.252339,2024-07-02 23:45:58.493705,0 days 00:22:53.241366,elu,100.0,0.0019459222119492068,0.98,0.9921355973102811,,0.0011970945610983719,constant,0.5,8,5.0,3.0,8.0,False,False,True,0.024390388077430436,9.0,True,False,0.5526706026554792,COMPLETE
464,464,12.0,2024-07-02 23:35:11.044948,2024-07-02 23:49:21.086110,0 days 00:14:10.041162,elu,10.0,0.00010775995831186526,1.0,0.9597623487719952,,5.210333772394114e-05,constant,0.9,8,50.0,2.0,8.0,True,False,True,0.0017425493619443939,69.0,False,False,0.6842613532647069,COMPLETE
465,465,253.3206784,2024-07-02 23:35:19.261734,2024-07-02 23:52:14.099947,0 days 00:16:54.838213,tanh,10.0,1.9705613614074796e-05,0.98,0.9848224042775703,,0.00034030435560173744,constant,0.3,6,20.0,1.0,64.0,False,True,True,0.005282488449437707,11.0,False,True,0.3829988328942624,COMPLETE
466,466,9.8,2024-07-02 23:45:58.561703,2024-07-02 23:59:11.659617,0 days 00:13:13.097914,leaky_relu,5.0,0.0009237928961489825,0.8,0.9695198588846953,,0.00026595890488939833,constant,0.3,8,100.0,1.0,8.0,False,True,True,0.0874444676547641,12.0,True,False,0.34647742840710843,COMPLETE
467,467,192.10139139999998,2024-07-02 23:49:21.151620,2024-07-03 00:07:13.658901,0 days 00:17:52.507281,tanh,50.0,0.000183842627790596,0.9,0.9486175325097435,,0.00018363234309221786,linear,0.7,8,20.0,2.0,32.0,True,False,False,0.0061770657821908145,40.0,True,True,0.31271371881787935,COMPLETE
468,468,142.8062746,2024-07-02 23:52:14.151193,2024-07-03 00:09:15.123105,0 days 00:17:00.971912,elu,10.0,4.5891939523099257e-07,0.8,0.9097522752439711,,0.0008112780657038086,linear,0.5,8,20.0,1.0,512.0,False,False,False,3.659253101538195e-05,64.0,True,True,0.9979441072427305,COMPLETE
469,469,273.3809346,2024-07-02 23:59:11.722877,2024-07-03 00:14:34.365820,0 days 00:15:22.642943,leaky_relu,10.0,0.002763708995615219,0.99,0.9975734984652966,,0.0034320702976741685,linear,2.0,8,100.0,3.0,64.0,False,True,False,0.0008608404479082222,70.0,True,False,0.09283808057579912,COMPLETE
470,470,231.84467059999997,2024-07-03 00:07:13.704848,2024-07-03 00:24:53.460030,0 days 00:17:39.755182,tanh,100.0,0.003339186985319612,0.99,0.9135892736211436,,0.0008158769948265636,linear,2.0,8,20.0,1.0,512.0,False,False,False,7.034101327698599e-05,78.0,True,True,0.6335051647208068,COMPLETE
471,471,81.3050172,2024-07-03 00:09:15.175202,2024-07-03 00:27:41.387918,0 days 00:18:26.212716,elu,10.0,9.650024048044602e-05,0.92,0.9079636929273007,,0.0017881717034637869,linear,0.7,8,20.0,1.0,512.0,False,False,False,0.0006934225821799787,81.0,False,True,0.9373833514493044,COMPLETE
472,472,274.5244068,2024-07-03 00:14:34.434802,2024-07-03 00:28:54.879641,0 days 00:14:20.444839,tanh,5.0,0.051480199681820465,0.98,0.992742107141067,,0.00223332112204798,constant,0.3,8,50.0,1.0,128.0,True,True,True,0.05847144840984736,2.0,True,False,0.25086244740831054,COMPLETE
473,473,4.8,2024-07-03 00:24:53.528379,2024-07-03 00:41:45.419793,0 days 00:16:51.891414,tanh,5.0,0.0006719426990402667,0.99,0.9884424793965336,,0.11453425646393395,constant,0.3,8,50.0,2.0,256.0,False,True,True,0.0007051192371314672,13.0,True,False,0.0600816315499097,COMPLETE
474,474,279.09777019999996,2024-07-03 00:27:41.448645,2024-07-03 00:44:23.256047,0 days 00:16:41.807402,tanh,100.0,0.00017023504095277012,0.98,0.996137563595445,,0.07241670605860902,constant,0.3,8,50.0,3.0,8.0,False,True,True,0.00596035097236577,1.0,True,False,0.3154033821130861,COMPLETE
475,475,254.0,2024-07-03 00:28:54.939832,2024-07-03 00:44:46.320037,0 days 00:15:51.380205,tanh,5.0,0.01738321261629638,0.98,0.9840386845890524,,0.005710605211882888,linear,0.3,8,50.0,1.0,128.0,True,True,True,0.0032233160526440254,3.0,True,False,0.11159955738703889,COMPLETE
476,476,273.7461244,2024-07-03 00:41:45.483054,2024-07-03 01:01:49.870592,0 days 00:20:04.387538,tanh,5.0,0.0026876476370868126,0.92,0.9893627138387945,,0.010831059185063522,constant,0.3,8,50.0,2.0,128.0,True,True,True,0.002354065425064314,3.0,True,True,0.29774565935146513,COMPLETE
477,477,271.6363664,2024-07-03 00:44:23.313015,2024-07-03 01:00:41.670318,0 days 00:16:18.357303,leaky_relu,100.0,0.0006815022808795385,0.98,0.9958165772853375,,0.06845427104593256,constant,2.0,8,50.0,3.0,8.0,False,True,True,0.011265991498429245,14.0,True,False,0.3931388181513569,COMPLETE
478,478,5.1,2024-07-03 00:44:46.376461,2024-07-03 01:00:47.815227,0 days 00:16:01.438766,tanh,100.0,0.0007316658306641365,1.0,0.9623322842753723,,0.9337162782640247,constant,0.3,8,50.0,3.0,8.0,False,True,True,0.034676821666112856,5.0,True,False,0.391357139112119,COMPLETE
479,479,270.384906,2024-07-03 01:00:41.736047,2024-07-03 01:17:15.954181,0 days 00:16:34.218134,tanh,5.0,0.009942693384361632,0.98,0.9940187801427488,,0.20754578460324977,linear,0.3,8,100.0,2.0,8.0,False,True,True,0.08237233502002587,32.0,True,True,0.055546503992699864,COMPLETE
480,480,314.41104720000004,2024-07-03 01:00:47.850186,2024-07-03 01:15:12.608885,0 days 00:14:24.758699,tanh,5.0,0.0010206328520440827,0.98,0.9987613398037144,,0.0018348557803799894,constant,0.3,8,50.0,1.0,128.0,True,True,True,0.08027783202138102,22.0,True,False,0.20603239779668647,COMPLETE
481,481,10.5,2024-07-03 01:01:49.937564,2024-07-03 01:24:56.803990,0 days 00:23:06.866426,tanh,10.0,0.0004064712081774513,0.98,0.9781112195727563,,0.004396039551538273,constant,0.9,8,5.0,1.0,32.0,False,True,True,0.014174977404644079,19.0,True,True,0.19600791304610685,COMPLETE
482,482,253.7151022,2024-07-03 01:15:12.659541,2024-07-03 01:29:28.909382,0 days 00:14:16.249841,tanh,5.0,0.08824601082574945,0.98,0.9783655569955497,,0.00021212883784903452,constant,0.3,8,50.0,1.0,128.0,True,True,True,0.028971715087098296,23.0,True,False,0.11484855060274596,COMPLETE
483,483,12.5,2024-07-03 01:17:16.011357,2024-07-03 01:33:00.915318,0 days 00:15:44.903961,tanh,100.0,0.0006620528091722758,0.98,0.9920949095437344,,0.018932331703496626,constant,0.3,8,100.0,3.0,8.0,False,True,True,0.009504797698577977,5.0,True,False,0.42652649782506746,COMPLETE
484,484,275.87189479999995,2024-07-03 01:24:56.868934,2024-07-03 01:40:08.835267,0 days 00:15:11.966333,tanh,5.0,0.035830366854507106,0.95,0.9978865535744852,,0.008058689354857105,constant,0.3,8,50.0,1.0,128.0,False,True,True,0.007039670998437075,7.0,True,False,0.21491705545347087,COMPLETE
485,485,163.29987599999998,2024-07-03 01:29:28.969133,2024-07-03 01:48:23.872976,0 days 00:18:54.903843,tanh,50.0,0.0002891572322527616,0.99,0.9133084426971657,,0.0009799031034347491,constant,0.7,8,100.0,2.0,512.0,False,False,False,0.0005481225348978146,79.0,True,True,0.6787759256880501,COMPLETE
486,486,5.1,2024-07-03 01:33:00.975802,2024-07-03 01:49:13.586022,0 days 00:16:12.610220,tanh,100.0,0.00042143137863956165,0.98,0.9833898866824585,,0.6598997111118382,constant,0.9,8,50.0,3.0,8.0,False,True,True,0.009150604487950506,6.0,True,False,0.16865963573844267,COMPLETE
487,487,208.07864719999998,2024-07-03 01:40:08.890027,2024-07-03 01:55:20.368390,0 days 00:15:11.478363,leaky_relu,5.0,6.653799529680742e-05,0.98,0.9934617565836761,,0.001208824608510562,constant,5.0,8,50.0,1.0,128.0,True,True,True,0.007869097984932735,36.0,True,False,0.5731765341952053,COMPLETE
488,488,268.897519,2024-07-03 01:48:23.947368,2024-07-03 02:05:43.346627,0 days 00:17:19.399259,tanh,5.0,0.03257171143423729,0.95,0.9945774115543189,,0.004993232020914377,constant,0.3,8,50.0,1.0,16.0,False,True,True,0.0022490115619988905,11.0,True,True,0.4806618657589127,COMPLETE
489,489,229.0429878,2024-07-03 01:49:13.651395,2024-07-03 02:04:15.897084,0 days 00:15:02.245689,elu,100.0,0.0790993668026296,0.98,0.986586498956621,,0.005726134547288674,constant,0.3,8,100.0,1.0,128.0,True,True,True,0.07448356316619807,11.0,True,False,0.16393126197938684,COMPLETE
490,490,265.7972688,2024-07-03 01:55:20.443683,2024-07-03 02:13:45.090630,0 days 00:18:24.646947,tanh,5.0,0.006145822658401164,0.98,0.9910463598201334,,0.00855250441179619,constant,0.7,8,10.0,1.0,512.0,True,True,True,0.030393236486286352,5.0,True,False,0.15192162311772872,COMPLETE
491,491,262.448664,2024-07-03 02:04:15.954601,2024-07-03 02:19:38.005758,0 days 00:15:22.051157,tanh,5.0,0.05337795795203753,0.98,0.9983569862105565,,0.004220306291506587,constant,2.0,8,50.0,1.0,128.0,False,False,True,0.03256123113709907,8.0,True,False,0.05222008599552511,COMPLETE
492,492,283.4854972,2024-07-03 02:05:43.407858,2024-07-03 02:20:45.354537,0 days 00:15:01.946679,tanh,5.0,1.0806526816557774e-05,0.98,0.9965597289812971,,0.0017577209561447833,constant,0.3,8,200.0,1.0,128.0,True,True,True,0.00417435176493091,50.0,True,False,0.37956496645256765,COMPLETE
493,493,14.4516178,2024-07-03 02:13:45.147614,2024-07-03 02:31:34.304400,0 days 00:17:49.156786,tanh,100.0,7.023260086331085e-05,0.98,0.992727671918945,,0.004921802929016356,constant,0.3,8,50.0,3.0,8.0,False,True,True,0.009172804285475282,5.0,True,True,0.07883025406897673,COMPLETE
494,494,10.4,2024-07-03 02:19:38.088227,2024-07-03 02:37:02.096661,0 days 00:17:24.008434,tanh,100.0,8.089011336766795e-05,0.98,0.9848465098832008,,0.32043241114299864,constant,0.3,8,50.0,3.0,8.0,False,True,True,0.0005627439236323854,7.0,True,True,0.4011845504454502,COMPLETE
495,495,294.9701486,2024-07-03 02:20:45.413615,2024-07-03 02:35:49.258237,0 days 00:15:03.844622,tanh,5.0,5.690924693628675e-06,0.98,0.9899172153056481,,0.0001606859004181412,constant,0.3,8,200.0,2.0,512.0,True,True,True,0.011919436637425422,28.0,True,False,0.20162898412185246,COMPLETE
496,496,9.3,2024-07-03 02:31:34.349739,2024-07-03 02:47:55.972525,0 days 00:16:21.622786,leaky_relu,50.0,0.008838197775949729,0.99,0.9247640726781072,,0.0005584143294674811,linear,1.0,8,20.0,1.0,512.0,False,True,False,4.200788347500221e-05,68.0,True,False,0.660964309937039,COMPLETE
497,497,269.055868,2024-07-03 02:35:49.330450,2024-07-03 02:50:32.741756,0 days 00:14:43.411306,tanh,5.0,5.598188689594449e-06,0.98,0.9865720024183774,,0.00441777802615572,constant,2.0,8,200.0,1.0,32.0,True,True,True,0.0013677102122318756,64.0,True,False,0.6317782495788996,COMPLETE
498,498,274.31145499999997,2024-07-03 02:37:02.163897,2024-07-03 02:52:12.014953,0 days 00:15:09.851056,tanh,5.0,3.477236859875717e-07,0.98,0.999578001461016,,0.00010396587850136597,constant,0.3,8,200.0,1.0,128.0,True,True,True,0.0006618062892984268,50.0,True,False,0.47662502585798705,COMPLETE
499,499,295.6204184,2024-07-03 02:47:56.037997,2024-07-03 03:02:12.012162,0 days 00:14:15.974165,tanh,5.0,6.957234779857198e-05,0.98,0.980432503750781,,0.0022240713389989485,constant,0.3,8,200.0,1.0,32.0,True,True,True,0.038339330404357864,16.0,True,False,0.4110946071170146,COMPLETE
500,500,11.1,2024-07-03 02:50:32.810915,2024-07-03 03:06:07.514876,0 days 00:15:34.703961,tanh,5.0,4.1481859834832107e-07,0.98,0.9792804639716892,,9.129980434427527e-05,constant,0.3,8,200.0,2.0,512.0,True,True,True,0.02382639892628536,33.0,True,False,0.2781185855673505,COMPLETE
501,501,,2024-07-03 02:52:12.080902,2024-07-03 02:54:39.043725,0 days 00:02:26.962823,tanh,100.0,0.08164009710966336,0.98,0.9924454402041523,,0.7661756863650688,constant,0.3,8,10.0,1.0,128.0,False,True,True,0.025227748425658766,3.0,True,False,0.19999768670683118,PRUNED
502,502,244.5946986,2024-07-03 02:54:39.092301,2024-07-03 03:10:02.318618,0 days 00:15:23.226317,leaky_relu,100.0,1.7733951973155712e-05,0.98,0.9617284040158072,,0.003937621578972144,constant,0.9,8,50.0,2.0,8.0,True,False,True,0.013885495772894184,13.0,True,False,0.4115200161190643,COMPLETE
503,503,12.8,2024-07-03 03:02:12.065798,2024-07-03 03:17:54.987910,0 days 00:15:42.922112,tanh,5.0,1.832648170712583e-05,0.98,0.9556144001392742,,0.001358907292267059,constant,0.3,8,200.0,2.0,32.0,True,True,True,0.09203795067659482,5.0,True,False,0.34287457515272507,COMPLETE
504,504,275.23928639999997,2024-07-03 03:06:07.572185,2024-07-03 03:22:03.330235,0 days 00:15:55.758050,elu,10.0,0.00032500634208727243,0.98,0.9962336727066649,,0.06299667629114222,constant,0.9,8,50.0,2.0,8.0,False,True,True,0.009461124629219098,6.0,True,False,0.4787220028721041,COMPLETE
505,505,244.9262702,2024-07-03 03:10:02.376493,2024-07-03 03:26:11.843926,0 days 00:16:09.467433,elu,10.0,0.004059627062511296,0.98,0.9872585451550768,,0.10070027910817456,constant,1.0,8,50.0,2.0,8.0,False,False,False,0.055991793699278855,1.0,True,False,0.4849738542135348,COMPLETE
506,506,255.21038280000002,2024-07-03 03:17:55.050186,2024-07-03 03:33:19.327749,0 days 00:15:24.277563,elu,5.0,0.05564550265797715,0.95,0.9929530115521767,,0.0014272133425095763,constant,0.3,8,50.0,1.0,128.0,False,True,True,0.0004754832263606633,31.0,True,False,0.2932827347745617,COMPLETE
507,507,275.6225974,2024-07-03 03:22:03.394847,2024-07-03 03:34:59.383662,0 days 00:12:55.988815,tanh,5.0,0.03253856348381131,0.95,0.9801044086341626,,0.0033061350098138927,constant,0.3,8,50.0,1.0,128.0,False,True,True,0.014687294041106807,19.0,True,False,0.3397410889727096,COMPLETE
508,508,256.8,2024-07-03 03:26:11.895281,2024-07-03 03:35:40.714837,0 days 00:09:28.819556,tanh,5.0,0.0452980619986045,0.95,0.9904171368984338,,0.05971842086376346,constant,0.3,8,50.0,1.0,128.0,False,True,True,0.003092255290842145,2.0,True,False,0.5769690609194277,COMPLETE
